d1,d2,samples,closest_xh_index,closest_growth_rate
-0.4794911872644196,1.6630179988963962,0,1150,0.71977746
-0.42476289611617335,1.901641458122558,0,153,0.8570142
-0.4393610045150446,1.2124237813228653,0,926,0.5845795
-0.46467960313037426,1.796155984974439,0,1369,0.75751126
-0.4387659856225996,1.7886776856268432,0,880,0.7088771
-0.5018489592948869,1.6072515384116655,0,726,0.7056793
-0.4749111244770662,1.6699805700893986,0,274,0.73808527
-0.3978492369768416,2.209422728806335,0,132,0.8647031
-0.44228274261169404,0.7511584946113503,0,751,0.42332765
0.3752552692593421,2.033476366772887,0,703,0.7376142
-0.475830900579574,1.5496121774557068,0,1583,0.7089624
-0.49564178560092687,1.340612645401639,0,4,0.61064315
-0.47957222749137335,1.4572404297213468,0,680,0.6580855
-0.3433585862408001,0.9111242945544926,0,1279,0.47946507
0.1286260438881863,0.9253132416335996,0,1673,0.46425152
-0.5065149871378709,1.4596263790401116,0,1178,0.6983063
-0.4897204318510738,1.5460699232154653,0,118,0.78307563
0.4686336286786011,2.312892418651291,0,776,0.7952053
-0.37810441864509176,0.867722598685651,0,1579,0.42146942
-0.5112228873972757,1.4191280769727896,0,226,0.6722647
-0.5252091459831512,1.383180739295456,0,36,0.64011097
0.4825894362796317,2.3889724569137054,0,1502,0.8435741
-0.44076323221900565,2.1285530083335202,0,349,0.92875135
-0.7346898605252851,0.08460447012318653,0,2734,0.2753107
-0.39055828128845793,1.7929555902371792,0,1166,0.76604
0.005816654197706589,2.1596046692287225,0,1338,0.7730929
-0.08876676127865936,1.744365850828237,0,1345,0.7283033
-0.5021806785366979,1.4668564940970878,0,1694,0.68547654
-0.4783340021891035,1.7229790221522205,0,1078,0.7422091
-0.4941534421846927,1.348543573563625,0,1811,0.61367506
-0.4289763941515355,2.0217436387905816,0,816,0.90223044
-0.3929045285896184,1.8359720300607927,0,1353,0.7502362
-0.5393625604263724,1.288206787646294,0,256,0.6751808
-0.4883312253349972,1.6097207416330568,0,480,0.7169213
-0.42641894676573766,1.9914877476091049,0,614,0.84536994
-0.24344365920826117,1.905781278901961,0,1296,0.71730244
-0.49333070514100014,1.3544110059267855,0,1811,0.61367506
-0.46031899512375674,1.2917035478750807,0,1973,0.6570255
0.28070323281481746,1.8796725374773335,0,353,0.7363302
-0.35329063253517035,1.9926002700433847,0,316,0.81556904
0.3929985346854129,1.9183461656317111,0,716,0.84737813
-0.3501099464098783,1.8022489748647,0,1954,0.7568055
0.4633352457517569,2.3730341153203414,0,68,0.9023935
-0.3232149550418558,1.3415045367930523,0,913,0.5912087
0.36733275085513756,2.2286332827959767,0,463,0.77162015
-0.5056832649725518,1.5025529937982487,0,1162,0.6658497
-0.4821939139713104,1.6780706130807215,0,1351,0.8357824
-0.490434070133767,1.6365663758517313,0,73,0.6909882
-0.4883167031463149,1.6261173521272925,0,318,0.6902935
-0.43568316047686934,1.9594462557505643,0,1850,0.8622996
-0.5004991180894631,1.0618293613104395,0,706,0.5300046
-0.3765014344199216,1.9255353026975328,0,149,0.74783146
-0.5364044544025655,1.3157137632743505,0,1092,0.54293036
0.4909056160022876,2.457633036246848,0,705,0.8570886
-0.4980961605222697,1.3288619542310272,0,227,0.55542624
-0.4136805717858929,1.7705929717175066,0,914,0.7419997
-0.4921458310016332,1.2763908455293258,0,1302,0.6597226
0.3567396561532543,1.9623028223086827,0,1629,0.7147793
-0.5062743754480822,1.5170524408810349,0,520,0.7017676
-0.4842132438776447,1.584545300246824,0,1634,0.6988872
0.12175050825329713,1.616420149706921,0,419,0.7056258
-0.5101800096767283,1.2421182334564362,0,998,0.5951802
-0.43902793530248324,1.3194450985980088,0,1069,0.5906143
-0.513622372289589,1.2703675703377906,0,14,0.63940614
0.35019085374278275,1.8947525999675352,0,919,0.7054976
-0.5005435224995662,1.498707793624515,0,687,0.6773391
-0.3779643578601971,1.5580545608731071,0,724,0.70487803
-0.4962050704641828,1.2993164913688398,0,178,0.6745571
-0.6963484757287312,-0.16531125984095726,0,250,0.29715878
-0.43468897303760423,1.800944905720787,0,1067,0.7661298
-0.48888621836090274,1.6684330111287164,0,1319,0.827998
0.06971754043500326,1.844049261814153,0,969,0.6628254
-0.31515194808258756,0.9845223285873447,0,1808,0.53134286
0.4544129609218183,1.9923186660262169,0,943,0.71597344
0.4636629921952426,2.380003284717058,0,1549,0.81673527
-0.5207310607369232,1.482259606508432,0,1220,0.76302546
-0.449742794956355,1.5597350665430938,0,365,0.67117864
-0.39541254531684356,1.900680628299124,0,1300,0.76032764
-0.5264421820691648,1.3647127577542777,0,1088,0.68662477
0.33770760066893946,2.0041911755541504,0,1665,0.74077994
-0.4578154092197704,1.4984128157356023,0,1510,0.63108957
-0.5011380328356113,1.1827202899836395,0,1993,0.5638595
-0.4136356992180334,1.1581814284553398,0,696,0.56331134
-0.38088408554645126,1.8737387750110364,0,390,0.7890503
-0.47221341862586547,1.682604833109863,0,1031,0.71980697
-0.5205526728923549,1.3700931059313506,0,1731,0.6748329
-0.5148654060707645,0.9830456638738627,0,1559,0.5536253
0.47282628382713676,2.1787646811459993,0,1402,0.7273446
0.4060338498443813,1.9837732629780835,0,1144,0.7532645
-0.5117803948039882,1.3803674440165656,0,1569,0.64540666
-0.034300029566824014,1.5313062524056233,0,502,0.6179071
0.46774866062636783,2.4711116645624203,0,151,0.9402851
-0.4444841285490953,1.967683099557025,0,1945,0.924634
-0.4950179980396838,1.6145397824884282,0,1378,0.7277586
-0.47750342701304466,1.6429611915565827,0,1307,0.6665481
-0.22092188592054754,1.5442407531098201,0,1773,0.63846946
-0.4131378033813342,1.7439030085452603,0,876,0.75556135
-0.40724624354588,2.0848374349406247,0,160,0.8984192
-0.496826446973229,1.3320915407428597,0,573,0.6577242
-0.4269979503200003,1.3893142231568707,0,1660,0.62461674
-0.4675330160772937,1.767948327628226,0,883,0.7407447
-0.4910810722771006,1.5361968018725787,0,861,0.6935524
0.46518257299871607,2.316615997869709,0,635,0.8147831
-0.4696781322415299,1.2594632719648444,0,1033,0.5766506
-0.38350412868259476,1.9469083379961942,0,1926,0.8352928
-0.45828311971751745,2.036801644078772,0,187,0.8638674
-0.4911676411815316,1.3962061897067466,0,485,0.70054716
-0.4352301015068118,1.1869045428771934,0,1400,0.6163434
-0.49330431897271737,1.3810020387769633,0,1722,0.6673784
-0.48700070762040587,1.6728597872253947,0,1271,0.74006146
-0.5273959880934516,1.363757116892445,0,1088,0.68662477
-0.4438663903032888,1.9566322722381067,0,1106,0.81161284
-0.5028944346641702,1.467981671197957,0,1694,0.68547654
-0.5188235246108108,1.401376169969767,0,1389,0.683523
0.33617721211024126,1.858962076644678,0,1842,0.67989105
-0.3748212638883416,1.8419649802367737,0,1199,0.7895098
-0.5094105491779103,1.4332254948476852,0,1131,0.6845115
-0.3564461684637851,1.5330370630421446,0,1177,0.634365
-0.5058192621977193,1.5377452422409426,0,1680,0.75231534
-0.4746257791921579,1.1859215093403361,0,1873,0.57041943
-0.4429730176090083,1.8715218232953479,0,1368,0.85057086
-0.4516640473911315,1.9309422658671078,0,275,0.8059558
-0.5163472611867005,1.510175600579659,0,801,0.62977827
-0.5254985929647438,1.3961397135248492,0,1329,0.65173197
-0.3875075891797416,2.0374495571379745,0,158,0.8477646
-0.5168674926756506,1.3625109819354055,0,1712,0.68394846
-0.5287445395211305,1.3344444527693773,0,675,0.67209566
-0.5081028131019159,1.3925436154325461,0,1094,0.6383768
-0.5083884695744051,1.3787865140629052,0,1664,0.6637312
-0.5008227711523321,1.3546439827775405,0,1260,0.69235015
0.3681720049185758,1.8308390059442712,0,416,0.6926907
-0.5058377903785475,1.2451928652051378,0,562,0.5856536
-0.5096429304108013,0.9054423986168806,0,802,0.47859943
-0.49410331189074375,1.3230022135763146,0,426,0.6519747
-0.5082045714714326,1.2921359880387087,0,1892,0.60530853
-0.38200732459590286,1.8485106745102273,0,1038,0.87516034
0.31417108812534233,2.0169137356688873,0,1488,0.75436914
0.30149393382239836,2.069964142962861,0,1575,0.73791677
0.4462708433739296,1.949809077748977,0,845,0.73428917
0.06259198514340046,1.6683011528173428,0,1091,0.66654515
-0.5054980610684296,1.5688871254392602,0,797,0.7389649
0.3941655164512574,1.9368008051192018,0,1997,0.77760756
-0.4940958953526761,1.5004585722234978,0,263,0.71329397
-0.09126363669949486,2.06081679239096,0,639,0.8663844
-0.30064135037471845,1.8796203822129325,0,131,0.7825791
-0.44811502646566964,1.9161657043437903,0,1382,0.8285771
-0.49253273562682415,1.5358248202431346,0,1200,0.70270795
-0.4089053751369502,0.9618161582256611,0,1372,0.47384703
-0.47681475518667,1.564567557319058,0,652,0.7747674
-0.35467397597353045,0.9291396092533039,0,1083,0.39934197
-0.44552924346115863,2.0244746170465646,0,379,0.8854893
-0.4509170974934875,0.6464993892290841,0,1955,0.37708536
-0.5020819114285153,1.438776804443765,0,1348,0.7549624
-0.2370367376654671,1.3403372097735478,0,578,0.65202814
-0.531070959675344,1.3235963499765537,0,1081,0.66019034
-0.5444356909533081,1.215992792061737,0,819,0.666899
-0.4280731678616269,1.9024481653411234,0,153,0.8570142
-0.12086023585608943,1.7117835183105126,0,1729,0.72526824
-0.2872568102433936,1.9980921714779596,0,1595,0.8061487
-0.4247360596927373,1.2620166024488744,0,956,0.616522
-0.45493158724373234,1.7639953835915956,0,1317,0.73695856
-0.5048316066885528,1.4502198186646376,0,1554,0.6819498
-0.48985782611709683,1.5022334268327877,0,1214,0.64817995
0.35352502812938574,1.9502107335752465,0,233,0.6399277
-0.499195941129933,1.5460261756038725,0,1884,0.7101679
-0.485914806699629,1.3273643811065305,0,110,0.67335755
0.4432461558271448,2.2515862920925613,0,1151,0.76543844
-0.48948906590068414,1.2911771039578952,0,1063,0.56812334
-0.4606659587496097,1.572299921170399,0,619,0.67914796
-0.4620921764094512,1.8784162698828064,0,1274,0.7978788
-0.4464521890155435,1.2004589978829727,0,991,0.55946887
-0.3952204439096344,1.998531572295147,0,175,0.76957554
-0.43365983462765395,1.1885146190936682,0,862,0.58317053
-0.48410446046783784,1.362210291941529,0,992,0.6023138
-0.3842178152408816,2.0057600637388413,0,304,0.79960877
-0.5106721850265202,1.160222390318733,0,1599,0.59827095
-0.3802500811816262,1.9089609843623065,0,684,0.7618306
-0.48071625206117047,1.2864577038253084,0,808,0.56720704
-0.5242986815586447,1.630337721565659,0,219,0.8273778
-0.43517645274624717,1.7673249213851085,0,1740,0.7608685
-0.5086876889914073,1.291388453189118,0,1847,0.69509095
-0.4309468605414191,1.891519260496839,0,270,0.8342737
-0.3996810846353754,1.810867565175026,0,908,0.7494683
-0.4983733562905494,1.5416791121543922,0,1460,0.66994935
-0.3759593660241906,1.9157230665366805,0,1401,0.82890993
0.4049493094096389,1.9778078318913106,0,277,0.6609502
-0.39947055998646935,1.98429930275414,0,917,0.7730402
-0.4818754736361879,1.6670182979479609,0,1129,0.66408414
-0.46651271301840175,1.3593994967937963,0,643,0.692242
-0.3306442567296405,0.8270349586169569,0,28,0.4505643
-0.5204686807744346,1.1439965002879557,0,1923,0.54111284
-0.5438760994855086,1.3649215778394552,0,1794,0.6457618
-0.45171266398938587,1.930518784094056,0,460,0.7932084
-0.4169787276626996,2.03612105488984,0,530,0.8532107
-0.5047843320386753,1.4739719625138081,0,1343,0.74411964
-0.5104444064375921,1.4124735471112213,0,10,0.6601394
-0.44086025385270455,1.1904667649294407,0,1463,0.5438302
-0.4416518460140479,1.9063057200126656,0,1377,0.8233753
-0.40713612210450895,1.9460797545340716,0,1917,0.79591864
-0.5050656732738713,1.4629040519200744,0,668,0.6457697
-0.44276259621736697,1.9398047333083668,0,756,0.8392827
-0.5082369441370446,1.3181240917220336,0,1646,0.55900395
-0.5124185958900436,1.423116787972414,0,897,0.61384386
-0.4385277303865846,1.1658505180932288,0,1340,0.5087732
-0.45917504348038185,0.798547756471401,0,539,0.44235316
-0.42096116233160763,1.9181679240011198,0,658,0.76211584
-0.5040659604725559,1.4583512360449675,0,1148,0.6811034
-0.48904614118357426,1.6603270698622843,0,375,0.77906585
0.4525651708076221,2.316197683370772,0,1821,0.8718642
-0.31340721947835637,1.5954307067052227,0,1864,0.6616906
-0.49272388325113103,1.282712008235316,0,833,0.57421046
-0.4926782196604756,1.615511769620862,0,1378,0.7277586
-0.43423275424121965,1.8762399724211216,0,389,0.8095715
-0.24513758721813733,2.0370854405218037,0,1504,0.87601644
0.44762089825431395,2.3933424556037193,0,932,0.83785146
-0.5202710100996029,1.3075628417824188,0,739,0.5950087
0.4780544104174656,2.485393565282051,0,151,0.9402851
-0.46217624292601783,1.3567244167133212,0,978,0.6775469
-0.4531699089834117,1.497067373864135,0,412,0.6869444
-0.5005006815758107,1.5447830924539645,0,1884,0.7101679
0.4219163890656935,1.9477157287430449,0,704,0.73714346
0.45544992831110565,2.002817537483183,0,968,0.70038867
-0.42396953329704123,2.1286400173392237,0,890,0.80358934
0.283493624171345,1.6981687246770816,0,105,0.63139015
-0.4615305827483433,1.7626837298967521,0,333,0.76727897
-0.4424682199018711,1.9694078448999053,0,1945,0.924634
-0.43831544465360955,1.243599164646733,0,1745,0.65080255
-0.5207347266838587,1.2806858622062594,0,1466,0.62152797
-0.49104396679373796,1.4660490262622505,0,445,0.7206
-0.4459977612279758,1.1735250055880275,0,1455,0.5427398
-0.5170113665442179,1.364653436365565,0,1712,0.68394846
-0.34361926229886286,1.4699666444954105,0,1478,0.71186006
-0.49900894652840744,1.2411840684340978,0,837,0.57575387
-0.40979721882534487,1.1024814758419117,0,688,0.640045
-0.5205903377748508,1.3266986466112898,0,1128,0.6940904
-0.39508119488169213,2.0091879971216406,0,1034,0.8961474
-0.5040913757261654,1.3145298175384414,0,778,0.67750716
-0.5376366089161633,1.3133254191573582,0,892,0.5808145
-0.42436778604831293,1.9667705494428964,0,1536,0.75455093
-0.46197094434993075,1.8169455703220365,0,1096,0.8728998
-0.3787133914524729,0.7004353286180988,0,1323,0.3734882
-0.6023493083342809,0.03790676943039502,0,2189,0.3502622
0.3560901473348947,1.896034896772203,0,1900,0.6580189
-0.3863167909211086,1.1547060147545645,0,372,0.5365452
-0.4168013752074231,1.7248147241586789,0,323,0.7558116
-0.47099661084094724,1.8258617600656928,0,121,0.80544794
-0.5006103010933745,1.5419658157813738,0,1501,0.71777326
-0.46398479988313135,1.9687095982643754,0,1236,0.80696654
-0.5095137732305572,1.2576928249688741,0,267,0.6983513
-0.4708954695529969,1.5188066639134845,0,1437,0.70523095
-0.3752921021456797,1.7675303243412053,0,1901,0.78067774
-0.47946772165293466,1.297190003192478,0,20,0.6114802
-0.43124438663299874,1.8874975318355363,0,1621,0.7753309
