d1,d2,samples,closest_xh_index,closest_growth_rate
-0.5110853472291077,1.2213490906204845,0,1221,0.58531964
-0.512381318700887,1.3888563818347663,0,1791,0.6792309
-0.5220359874631478,1.3625567758179802,0,692,0.5873078
-0.522126434054891,1.3137494336030648,0,1891,0.6038884
-0.4939531490396219,1.504456828678612,0,506,0.6520889
-0.47422617833932923,1.2864075991011774,0,790,0.7302213
-0.44148485115333663,1.0922507792026994,0,378,0.5703095
-0.4579152232262874,1.7197021717172583,0,101,0.78947496
-0.29313723312132994,1.637887608994437,0,1623,0.71140075
-0.5154265642962697,1.2825308026261195,0,342,0.5398854
-0.4704858788768447,1.8214129877328809,0,121,0.80544794
-0.4921351039806738,1.585076504540208,0,1705,0.77917296
0.39113869391101513,2.1655609932232727,0,1947,0.75764996
0.4710662633327224,2.303505101937938,0,271,0.8499007
-0.4994347568141735,1.5738242343680213,0,1548,0.7039542
-0.38030063438668016,0.9554823507658875,0,482,0.5202094
-0.38878657704392744,1.9688725016022275,0,1074,0.81857413
-0.1932223932131812,2.056582027060405,0,138,0.7522049
-0.4873599659735831,1.5277967535252925,0,40,0.62280846
0.37711834006780476,1.9062836862436505,0,1207,0.65822065
-0.41827323659285803,1.7982997492424726,0,1238,0.88016623
-0.5163257545745982,1.3035098551396498,0,967,0.5795005
-0.4427510656399109,1.6362628920232625,0,1676,0.69911975
-0.37912397747349597,1.9566460521759355,0,74,0.79666847
-0.5216039162005084,1.4190860460710544,0,386,0.6477285
-0.46263502936190126,1.8105964453566086,0,1168,0.83430356
0.21093109153361667,2.186082194090257,0,851,0.7877211
-0.4099521492452872,2.24089932364366,0,1513,0.8704571
-0.5217024833016891,1.2470914140811953,0,1636,0.5793016
-0.48442629456417635,1.6108304391518746,0,163,0.7730521
-0.5215973412562842,1.4588067334955042,0,377,0.6833577
-0.44499742584872176,1.9996972148906826,0,27,0.81732494
-0.48422603609118864,1.2728073482339348,0,1897,0.5457407
-0.5153162771680163,1.4255517262648936,0,1257,0.68005574
-0.4271268879501142,1.9582968923016677,0,700,0.75024796
-0.5001308997759769,1.487241504887673,0,325,0.7168066
-0.2940703533123457,1.83126695866519,0,1677,0.69696546
0.3256632018401634,2.1557663667890585,0,1283,0.80507404
-0.45177369245996535,1.7320365776801272,0,1331,0.7423364
-0.49033095171516267,1.245051712058359,0,564,0.63374174
-0.3556671597945049,0.9468940738522905,0,1227,0.49049288
-0.46767598778548763,1.483949979869379,0,1838,0.69679904
0.012166665963874182,1.6445371312503705,0,317,0.64780945
-0.4772623047723943,1.6394804814853805,0,1196,0.7525425
-0.4722960450814178,1.6280777031470988,0,593,0.6684661
-0.43483430480824026,1.8642414533957263,0,1776,0.8002587
-0.31778438414418086,1.696184107211259,0,1373,0.69222337
-0.5188111874699503,1.33295224557101,0,238,0.6632635
-0.5098035483350656,1.4246141174966422,0,1824,0.59502757
0.37931106540708215,2.019969334007452,0,703,0.7376142
-0.4971249308850601,1.4713053983698001,0,1657,0.6465891
-0.5048220981120877,1.475193722401579,0,1115,0.6732412
0.36112005375199246,1.8926566618715885,0,894,0.6756286
-0.49781021823886445,1.579371087483018,0,466,0.7356001
-0.5807053052062521,1.0211069809897384,0,875,0.5392734
-0.003815492362035182,2.0116446364756033,0,408,0.80347914
-0.07838844634808742,2.0458704561282763,0,681,0.7774851
-0.46538945771618484,1.2514112854503665,0,1836,0.630053
0.3130224942873892,1.9080419049424404,0,534,0.78976035
0.1281417233480789,0.5535027922777871,0,1154,0.2679204
0.4546008838078787,2.3601854774717665,0,1268,0.8500318
-0.573087104245832,0.9786008940399078,0,1371,0.52191573
-0.49659561854188244,1.282332992770855,0,685,0.64907575
-0.5330029862832169,1.4065048969694631,0,1269,0.6845702
-0.3876188829380812,1.7502271151119637,0,94,0.7292017
-0.3963618075687444,1.6828535874160435,0,1683,0.70979846
-0.4540398244785177,1.2747436033423976,0,1786,0.6681436
0.030948413685730338,2.046566610882909,0,921,0.8573131
0.3879211640737914,1.885366789537444,0,1783,0.6397086
-0.4685420041924166,1.7682614723647636,0,41,0.76405555
-0.4330965214579224,0.8735221494734298,0,989,0.46376368
-0.476094316407066,1.8448672781576412,0,528,0.74976957
-0.15416698643944468,1.2146595161578826,0,1577,0.51943547
0.4327050308482064,2.2970892517179156,0,1130,0.80257356
-0.4670108546048189,1.9336754931699367,0,909,0.8177942
-0.5274307166056266,1.3787660399869528,0,1045,0.6956123
0.3860117977997134,1.9624262079773542,0,492,0.6840568
-0.5065925126542162,1.2566645384296704,0,1414,0.6078031
-0.48021759427577665,1.5952064292522323,0,650,0.6875945
-0.41661055134865976,2.2033475458586294,0,143,0.93617326
-0.5132020300048632,1.2273718144559653,0,1221,0.58531964
0.08835729401894979,0.8733391592706047,0,1361,0.4099725
-0.31869465105404415,0.6980534815231456,0,120,0.44021016
-0.5256096938739413,0.9454654493024783,0,916,0.47588873
-0.42462529704925095,1.8522299095612842,0,1741,0.7204817
0.4937586262214433,2.4637979347945898,0,567,0.9564674
-0.13016442997076724,0.393028589923855,0,397,0.1826019
-0.37599472470422846,2.0721306061407097,0,1935,0.8877857
-0.5088298358211327,1.4496149769036615,0,638,0.61979616
-0.48964324664158854,1.4875608464423713,0,1155,0.72200334
-0.5119362870173068,1.2973265755124155,0,1645,0.6436859
-0.42225847489473045,2.048512009844735,0,34,0.8553216
0.3509458799279021,1.9991467404035919,0,1868,0.73656696
-0.6183419968632241,0.34650533476718326,0,2260,0.3277691
-0.5258279056787142,1.3601277989137692,0,251,0.6241788
-0.5026215590630675,0.9741995379456756,0,1133,0.52602506
-0.45311268100214547,1.638585217453687,0,472,0.6934254
-0.5362111329376755,1.3340628491801505,0,344,0.61471194
-0.556176706230035,0.6504321992090778,0,99,0.43959194
-0.5125529399053413,1.223597770681228,0,1221,0.58531964
-0.45008976844555654,1.729452613121884,0,0,0.70526683
-0.5198595896267666,1.2437842676992679,0,1051,0.5929989
-0.4915424047286758,1.470881445449266,0,1233,0.69883025
-0.507424945158397,1.5330078388461976,0,1956,0.7424091
-0.5821392993013782,0.8628668785729794,0,1893,0.4280472
-0.32584561104780013,2.0136431283479,0,803,0.8459034
-0.36452715363764104,2.0655029438375174,0,1086,0.9005201
-0.44315819699710624,1.202091030997221,0,1654,0.5797814
-0.43013515313108475,1.9258591122343087,0,240,0.79563606
-0.5414399937550716,1.4250865461429827,0,1567,0.67344356
-0.44464391472514553,1.2108665638336165,0,454,0.56674933
-0.48356034201143355,1.7479112879619252,0,1542,0.6788634
-0.512660980295974,1.407302967371816,0,280,0.6978402
-0.41159453220319314,2.0456466015093335,0,1210,0.8772826
-0.402024839024514,1.2829871435766445,0,1008,0.65033525
-0.551939490184673,0.4399176718534192,0,8,0.31591073
-0.4704658803486816,1.8358583344129817,0,1871,0.73238593
0.32595742242061754,1.8781171860976806,0,42,0.6568595
-0.4178160086185181,2.1906521891636364,0,172,0.8795794
-0.5137532402889637,1.2241825760784966,0,1221,0.58531964
-0.4136688009692082,1.802113765374189,0,1803,0.85162556
-0.37136615783622395,2.0646773015507582,0,1086,0.9005201
-0.4667693885807324,1.6098367444096355,0,1826,0.7487247
0.47888447571923554,2.457893497408637,0,259,0.81303114
-0.4695975202800083,1.2832162455482392,0,395,0.5659566
-0.2856619589923433,1.88208087269727,0,1642,0.7633936
0.48444686696802364,2.3655779690290872,0,1752,0.81114036
-0.4502689270862548,1.5997674203446726,0,1662,0.7411089
0.4096435920883583,2.0088050819106726,0,475,0.73615366
-0.26952761644265527,0.7714453025355684,0,1809,0.44101715
-0.4928209154229135,1.5141911482499442,0,1412,0.68593425
0.23684815540980114,1.9915609450202898,0,1093,0.7982681
-0.5290543209305063,1.196485119010328,0,290,0.62030894
-0.45874462384368536,1.8291828413458913,0,1494,0.85904545
-0.4828519564035353,1.5404884956038718,0,1324,0.7404623
-0.4973163523840481,1.422667445963909,0,646,0.7003858
-0.5313185262315826,1.393572740046843,0,458,0.68376046
-0.40960325907752604,1.9942041487797744,0,1601,0.85826474
-0.4357539643843369,1.7670135175791135,0,1740,0.7608685
0.34141052869864696,1.8815556692423896,0,295,0.6790879
-0.5147366269331259,1.3582221117121147,0,526,0.5851619
-0.4999416726870606,1.5310384221997744,0,961,0.6990498
-0.5007915245069403,1.5128107124301742,0,249,0.7031276
-0.49619136969262917,1.581389872341103,0,1070,0.75612056
-0.3284938020644838,1.6217467259626748,0,708,0.68977445
-0.5148598716782515,1.3304353575741972,0,689,0.57911676
-0.5093771279775873,1.455051819929023,0,1727,0.669453
-0.47581372311152703,1.6883889019206644,0,194,0.77731425
-0.3569356525537974,1.1702871567036364,0,1789,0.58272994
-0.5138612681002023,1.4756338777796323,0,306,0.7480254
-0.4882285958754917,1.5564974785736123,0,1344,0.6830515
-0.48976856981068523,1.4843193937799701,0,1925,0.7140192
-0.4209585731275443,1.0785090279779124,0,287,0.5349348
-0.48800097403265663,1.5810729572137348,0,1354,0.68547
-0.46740826738854613,1.7800435242269572,0,498,0.7940227
-0.44295314594852375,0.866705123419084,0,1393,0.41558048
-0.49804325177884895,1.5875084293861714,0,1357,0.70481104
-0.5138876027668621,1.4443123597766552,0,420,0.7183642
-0.5096060230074618,1.4399363013514528,0,288,0.7422414
-0.5043799829493251,1.2963955210787368,0,205,0.5675752
-0.5206172243280044,1.1933436284726033,0,522,0.6154175
-0.5083283589417619,1.6793397598657243,0,432,0.7454341
-0.4478164293115438,1.916718907617033,0,1382,0.8285771
-0.4845363259430649,1.6829704990632315,0,241,0.7743006
0.3495192094278196,1.8817036286100663,0,295,0.6790879
-0.43452434282648955,1.938283448513033,0,762,0.81227934
-0.2867600578595945,0.8283454079032672,0,1915,0.48066393
-0.42734843867823147,1.6813884825125462,0,1666,0.8140753
-0.4407515311603429,1.199240055966767,0,1654,0.5797814
-0.5256319746356782,1.2644065182387068,0,1788,0.6060064
-0.5039608668206627,1.2836430457383914,0,228,0.6241159
-0.3957426930116893,2.0526309025256526,0,225,0.81475043
-0.4410403589571821,1.5004942051694545,0,805,0.69192994
-0.3621022277628137,1.8501600322369387,0,900,0.8122365
-0.3524133486867353,2.0724083542881933,0,1514,0.74358755
-0.5202570476911104,1.338170926153738,0,221,0.6103261
-0.41463009220601166,2.0139520446846277,0,1204,0.81594634
-0.5035115841990113,1.5428109594142667,0,1501,0.71777326
-0.49781949529128794,1.5088520938422154,0,1057,0.67550725
-0.4771182526031693,1.6039370438831946,0,1911,0.7739597
-0.49726888486919896,1.560291735932647,0,1781,0.7210309
-0.37528163103811263,1.8466069058255734,0,1038,0.87516034
0.47147025546935056,2.355834095439574,0,1752,0.81114036
-0.5012792532747681,1.615409306993769,0,134,0.67616606
-0.44033412070316974,1.8927693447847138,0,83,0.7944852
-0.45210247235063195,1.1520510726594826,0,1422,0.6036942
-0.49858556411735594,1.58420874682641,0,1744,0.69236416
-0.44217942142073163,1.0433750522479042,0,858,0.49436316
-0.4591796457206343,1.7856287301711822,0,743,0.81925
0.34557894348375595,2.0513611970215218,0,147,0.7884601
-0.4299812873951249,1.2221564982636686,0,1384,0.5114493
-0.530516990238648,1.3794243789547784,0,1370,0.6622548
-0.44084067203019905,1.8755914807440464,0,1368,0.85057086
-0.4621167637114925,1.493386616187629,0,1015,0.71329534
-0.5053370542880218,1.402541567359302,0,130,0.6562262
-0.3968847165557766,2.262222819581576,0,1327,0.8970172
0.35988234321927404,2.067384572062168,0,731,0.7487091
-0.2647156831191644,0.5858157310733287,0,1578,0.36604398
-0.4431710385319683,1.6619198511821422,0,1640,0.7313002
0.387162247721155,1.974862937243225,0,988,0.70704013
-0.5225572606965134,0.4279424577193013,0,1875,0.27396238
-0.4848680730088104,1.6014778918255177,0,1264,0.6949732
-0.39250301889245937,2.0336112943089346,0,807,0.8455525
-0.2157103542904105,0.745157229545035,0,300,0.33538145
-0.4648014813482692,1.8047071299217956,0,1591,0.79986614
-0.49994921134512793,1.1506695607139208,0,425,0.5527367
-0.45373949894876564,1.8527557017689382,0,1609,0.81598425
-0.4561961088389941,1.5176706294766875,0,1341,0.68348247
-0.526002107674406,1.5394747276151686,0,598,0.7039045
-0.42891122300099327,1.9196855155283634,0,115,0.7839927
-0.5056226747949836,0.12223498694537262,0,183,0.25310394
-0.4648337047808127,1.503346193812779,0,1218,0.7065126
-0.41625619444927453,1.9445550703660561,0,1800,0.8340428
-0.4818024580227251,1.616408826082418,0,1593,0.695261
-0.506047351851308,0.8900503496485422,0,563,0.47770554
0.4036914491663895,2.0162328047741322,0,1830,0.7272103
-0.5121251892211635,1.2348327751697254,0,155,0.6120343
-0.4534183428892633,1.8971170931854846,0,424,0.74469537
0.46461552721985355,2.2295205708695143,0,1449,0.7721174
-0.41794805093414317,2.0289788726858844,0,340,0.82926226
-0.4707446139123101,1.6366266734478137,0,1196,0.7525425
-0.5199177030743056,1.4655444205388115,0,1226,0.71540916
-0.4908750290109457,1.3074408976927039,0,1521,0.6361897
0.4014259223377427,1.950482249411153,0,1796,0.7445097
-0.3531055948681262,1.8326033378579023,0,910,0.78319806
-0.5203184540454733,1.3478706474774365,0,750,0.66869974
-0.432952550236249,1.1994306749913064,0,1153,0.54806507
